cid,bdate,gen,dwh_create_date
AW00016128,12/18/1977,Female,46:40.2
AW00016129,4/10/1966,Female,46:40.2
AW00016130,12/21/1971,Female,46:40.2
AW00016131,11/11/1965,Male,46:40.2
AW00016132,11/30/1971,Female,46:40.2
AW00016133,8/9/1978,Male,46:40.2
AW00016134,12/3/1972,Male,46:40.2
AW00016135,12/28/1972,Female,46:40.2
AW00016136,12/1/1972,Male,46:40.2
AW00016137,9/11/1972,Male,46:40.2
AW00016138,8/8/1972,Male,46:40.2
AW00016139,8/22/1971,Female,46:40.2
AW00016140,4/1/1971,Male,46:40.2
AW00016141,5/1/1966,Female,46:40.2
AW00016142,7/10/1964,Female,46:40.2
AW00016143,9/15/1964,Female,46:40.2
AW00016144,11/30/1970,Male,46:40.2
AW00016145,4/23/1965,Female,46:40.2
AW00016146,8/20/1964,Female,46:40.2
AW00016147,5/23/1964,Male,46:40.2
AW00016148,9/23/1963,Female,46:40.2
AW00016149,8/29/1963,Male,46:40.2
AW00016150,8/9/1974,Female,46:40.2
AW00016151,12/30/1968,Female,46:40.2
AW00016152,11/12/1969,Female,46:40.2
AW00016153,10/9/1963,Male,46:40.2
AW00016154,6/4/1964,Female,46:40.2
AW00016155,10/8/1974,Female,46:40.2
AW00016156,3/11/1975,Male,46:40.2
AW00016157,10/21/1985,Female,46:40.2
AW00016158,1/18/1975,Female,46:40.2
AW00016159,6/17/1980,Female,46:40.2
AW00016160,12/18/1973,Female,46:40.2
AW00016161,2/21/1974,Female,46:40.2
AW00016162,3/26/1974,Female,46:40.2
AW00016163,6/13/1973,Male,46:40.2
AW00016164,1/29/1978,Female,46:40.2
AW00016165,1/30/1978,Female,46:40.2
AW00016166,2/3/1984,Female,46:40.2
AW00016167,1/2/1978,Male,46:40.2
AW00016168,3/7/1973,Female,46:40.2
AW00016169,3/13/1978,Male,46:40.2
AW00016170,3/7/1972,Male,46:40.2
AW00016171,10/4/1971,Male,46:40.2
AW00016172,4/6/1983,Female,46:40.2
AW00016173,7/2/1981,Male,46:40.2
AW00016174,9/21/1970,Female,46:40.2
AW00016175,9/1/1976,Male,46:40.2
AW00016176,2/16/1974,Female,46:40.2
AW00016177,9/7/1979,Female,46:40.2
AW00016178,5/16/1974,Male,46:40.2
AW00016179,2/19/1974,Female,46:40.2
AW00016180,8/18/1976,Male,46:40.2
AW00016181,12/21/1970,Female,46:40.2
AW00016182,10/19/1969,Male,46:40.2
AW00016183,11/1/1975,Female,46:40.2
AW00016184,12/4/1969,Female,46:40.2
AW00016185,12/10/1975,Male,46:40.2
AW00016186,1/22/1980,Female,46:40.2
AW00016187,2/14/1986,Male,46:40.2
AW00016188,10/3/1985,Female,46:40.2
AW00016189,9/29/1984,Female,46:40.2
AW00016190,7/7/1984,Male,46:40.2
AW00016191,9/15/1983,Female,46:40.2
AW00016192,12/2/1983,Female,46:40.2
AW00016193,12/18/1983,Male,46:40.2
AW00016194,3/16/1979,Female,46:40.2
AW00016195,10/10/1978,Female,46:40.2
AW00016196,4/20/1979,Male,46:40.2
AW00016197,8/16/1983,Female,46:40.2
AW00016198,4/12/1978,Male,46:40.2
AW00016199,2/15/1978,Male,46:40.2
AW00016200,10/15/1976,Female,46:40.2
AW00016201,3/5/1977,Male,46:40.2
AW00016202,10/18/1976,Male,46:40.2
AW00016203,11/1/1975,Male,46:40.2
AW00016204,4/9/1982,Male,46:40.2
AW00016205,3/28/1982,Female,46:40.2
AW00016206,11/15/1976,Female,46:40.2
AW00016207,3/9/1982,Male,46:40.2
AW00016208,1/17/1977,Female,46:40.2
AW00016209,9/15/1975,Female,46:40.2
AW00016210,9/9/1979,Female,46:40.2
AW00016211,5/22/1980,Male,46:40.2
AW00016212,7/3/1935,Female,46:40.2
AW00016213,11/13/1971,Female,46:40.2
AW00016214,1/30/1977,Male,46:40.2
AW00016215,11/9/1971,Male,46:40.2
AW00016216,3/23/1983,Male,46:40.2
AW00016217,3/24/1972,Female,46:40.2
AW00016218,9/30/1964,Female,46:40.2
AW00016219,11/18/1964,Male,46:40.2
AW00016220,1/3/1959,Female,46:40.2
AW00016221,5/10/1964,Male,46:40.2
AW00016222,6/17/1959,Male,46:40.2
AW00016223,11/15/1958,Male,46:40.2
AW00016224,1/17/1959,Male,46:40.2
AW00016225,4/7/1970,Male,46:40.2
AW00016226,11/20/1958,Female,46:40.2
AW00016227,12/16/1959,Male,46:40.2
AW00016228,12/23/1966,Male,46:40.2
AW00016229,11/13/1971,Male,46:40.2
AW00016230,10/31/1960,Male,46:40.2
AW00016231,5/8/1961,Female,46:40.2
AW00016232,4/4/1961,Male,46:40.2
AW00016233,9/18/1971,Female,46:40.2
AW00016234,11/4/1961,Male,46:40.2
AW00016235,2/13/1967,Male,46:40.2
AW00016236,12/13/1967,Male,46:40.2
AW00016237,7/12/1962,Female,46:40.2
AW00016238,6/1/1963,Female,46:40.2
AW00016239,5/31/1963,Male,46:40.2
AW00016240,8/11/1974,Female,46:40.2
AW00016241,4/3/1975,Female,46:40.2
AW00016242,8/24/1963,Female,46:40.2
AW00016243,12/23/1963,Female,46:40.2
AW00016244,12/15/1969,Male,46:40.2
AW00016245,9/21/1969,Female,46:40.2
AW00016246,5/25/1964,Male,46:40.2
AW00016247,10/30/1964,Female,46:40.2
AW00016248,8/27/1964,Female,46:40.2
AW00016249,12/1/1970,Male,46:40.2
AW00016250,5/18/1979,Male,46:40.2
AW00016251,3/8/1978,Female,46:40.2
AW00016252,3/21/1973,Male,46:40.2
AW00016253,3/2/1973,Female,46:40.2
AW00016254,2/17/1973,Female,46:40.2
AW00016255,2/18/1973,Female,46:40.2
AW00016256,1/13/1973,Male,46:40.2
AW00016257,10/14/1978,Female,46:40.2
AW00016258,5/2/1973,Female,46:40.2
AW00016259,10/19/1971,Female,46:40.2
AW00016260,2/16/1977,Female,46:40.2
AW00016261,2/3/1984,Female,46:40.2
AW00016262,5/14/1984,Female,46:40.2
AW00016263,12/8/1972,Male,46:40.2
AW00016264,10/20/1933,Female,46:40.2
AW00016265,12/13/1982,Female,46:40.2
AW00016266,10/16/1971,Female,46:40.2
AW00016267,4/21/1972,Male,46:40.2
AW00016268,5/19/1972,Female,46:40.2
AW00016269,8/25/1971,Female,46:40.2
AW00016270,12/8/1971,Male,46:40.2
AW00016271,12/11/1970,Female,46:40.2
AW00016272,2/4/1971,Male,46:40.2
AW00016273,5/10/1976,Female,46:40.2
AW00016274,9/13/1969,Male,46:40.2
AW00016275,6/30/1969,Female,46:40.2
AW00016276,8/29/1980,Female,46:40.2
AW00016277,3/28/1970,Female,46:40.2
AW00016278,12/21/1969,Male,46:40.2
AW00016279,12/22/1968,Female,46:40.2
AW00016280,2/15/1969,Male,46:40.2
AW00016281,7/5/1968,Male,46:40.2
AW00016282,2/28/1969,Female,46:40.2
AW00016283,9/9/1974,Male,46:40.2
AW00016284,12/8/1968,Male,46:40.2
AW00016285,5/1/1972,Female,46:40.2
AW00016286,11/20/1977,Male,46:40.2
AW00016287,5/2/1972,Female,46:40.2
AW00016288,8/16/1985,Male,46:40.2
AW00016289,3/24/1971,Female,46:40.2
AW00016290,4/22/1971,Male,46:40.2
AW00016291,7/5/1969,Female,46:40.2
AW00016292,5/1/1975,Female,46:40.2
AW00016293,5/12/1970,Male,46:40.2
AW00016294,6/21/1975,Male,46:40.2
AW00016295,11/10/1974,Male,46:40.2
AW00016296,6/19/1969,Female,46:40.2
AW00016297,9/8/1974,Female,46:40.2
AW00016298,11/12/1968,Female,46:40.2
AW00016299,5/24/1983,Female,46:40.2
AW00016300,5/10/1983,Male,46:40.2
AW00016301,8/6/1982,Male,46:40.2
AW00016302,5/11/1985,Female,46:40.2
AW00016303,3/6/1985,Female,46:40.2
AW00016304,4/14/1985,Male,46:40.2
AW00016305,3/22/1985,Male,46:40.2
AW00016306,8/17/1984,Female,46:40.2
AW00016307,6/3/1974,Female,46:40.2
AW00016308,4/23/1974,Female,46:40.2
AW00016309,3/20/1968,Female,46:40.2
AW00016310,2/28/1973,Female,46:40.2
AW00016311,10/6/1973,Male,46:40.2
AW00016312,7/20/1983,Female,46:40.2
AW00016313,9/23/1983,Female,46:40.2
AW00016314,10/22/1983,Male,46:40.2
AW00016315,1/19/1983,Male,46:40.2
AW00016316,4/23/1983,Female,46:40.2
AW00016317,3/23/1983,Male,46:40.2
AW00016318,12/6/1982,Female,46:40.2
AW00016319,5/21/1982,Female,46:40.2
AW00016320,9/1/1981,Female,46:40.2
AW00016321,10/21/1985,Female,46:40.2
AW00016322,3/16/1980,Female,46:40.2
AW00016323,10/2/1980,Male,46:40.2
AW00016324,3/15/1986,Male,46:40.2
AW00016325,3/10/1919,Female,46:40.2
AW00016326,7/17/1978,Male,46:40.2
AW00016327,3/2/1984,Male,46:40.2
AW00016328,8/15/1978,Male,46:40.2
AW00016329,12/9/1984,Female,46:40.2
AW00016330,1/3/1979,Male,46:40.2
AW00016331,9/9/1982,Female,46:40.2
AW00016332,4/3/1954,Female,46:40.2
AW00016333,8/21/1982,Male,46:40.2
AW00016334,6/11/1983,Female,46:40.2
AW00016335,2/22/1983,Female,46:40.2
AW00016336,12/6/1982,Male,46:40.2
AW00016337,1/3/1983,Male,46:40.2
AW00016338,9/15/1954,Female,46:40.2
AW00016339,10/30/1955,Male,46:40.2
AW00016340,6/23/1986,Male,46:40.2
AW00016341,5/25/1957,Female,46:40.2
AW00016342,4/5/1962,Male,46:40.2
AW00016343,2/17/1968,Male,46:40.2
AW00016344,11/15/1985,Male,46:40.2
AW00016345,4/23/1959,Male,46:40.2
AW00016346,6/10/1964,Male,46:40.2
AW00016347,12/1/1958,Male,46:40.2
AW00016348,1/1/1960,Male,46:40.2
AW00016349,10/13/1959,Male,46:40.2
AW00016350,2/10/1965,Male,46:40.2
AW00016351,1/4/1960,Female,46:40.2
AW00016352,8/2/1965,Female,46:40.2
AW00016353,5/6/1981,Male,46:40.2
AW00016354,8/6/1980,Female,46:40.2
AW00016355,12/24/1980,Female,46:40.2
AW00016356,6/16/1981,Female,46:40.2
AW00016357,3/15/1980,Female,46:40.2
AW00016358,7/8/1979,Male,46:40.2
AW00016359,9/8/1959,Female,46:40.2
AW00016360,1/30/1960,Male,46:40.2
AW00016361,11/6/1960,Male,46:40.2
AW00016362,10/29/1960,Male,46:40.2
AW00016363,8/30/1960,Female,46:40.2
AW00016364,11/7/1960,Female,46:40.2
AW00016365,1/15/1961,Female,46:40.2
AW00016366,1/2/1972,Female,46:40.2
AW00016367,5/24/1977,Female,46:40.2
AW00016368,11/4/1966,Female,46:40.2
AW00016369,8/23/1967,Female,46:40.2
AW00016370,1/22/1967,Female,46:40.2
AW00016371,9/11/1961,Male,46:40.2
AW00016372,1/29/1974,Female,46:40.2
AW00016373,10/20/1962,Female,46:40.2
AW00016374,6/14/1963,Male,46:40.2
AW00016375,8/19/1968,Female,46:40.2
AW00016376,6/6/1963,Female,46:40.2
AW00016377,9/21/1969,Female,46:40.2
AW00016378,9/15/1963,Female,46:40.2
AW00016379,9/21/1969,Male,46:40.2
AW00016380,4/19/1975,Female,46:40.2
AW00016381,12/1/1963,Female,46:40.2
AW00016382,12/1/1963,Female,46:40.2
AW00016383,10/25/1963,Male,46:40.2
AW00016384,11/19/1964,Female,46:40.2
AW00016385,6/15/1965,Male,46:40.2
AW00016386,3/15/1974,Male,46:40.2
AW00016387,4/24/1974,Male,46:40.2
AW00016388,11/23/1979,Male,46:40.2
AW00016389,10/1/1979,Male,46:40.2
AW00016390,8/25/1973,Male,46:40.2
AW00016391,11/1/1979,Male,46:40.2
AW00016392,4/8/1974,Female,46:40.2
AW00016393,1/6/1985,Male,46:40.2
AW00016394,6/3/1978,Male,46:40.2
AW00016395,6/6/1973,Female,46:40.2
AW00016396,10/14/1972,Male,46:40.2
AW00016397,4/10/1978,Male,46:40.2
AW00016398,6/12/1973,Male,46:40.2
AW00016399,4/15/1973,Male,46:40.2
AW00016400,3/6/1978,Male,46:40.2
AW00016401,3/8/1973,Female,46:40.2
AW00016402,4/1/1973,Male,46:40.2
AW00016403,4/17/1972,Male,46:40.2
AW00016404,1/2/1973,Male,46:40.2
AW00016405,10/5/1972,Female,46:40.2
AW00016406,11/10/1978,Male,46:40.2
AW00016407,9/1/1971,Female,46:40.2
AW00016408,8/8/1970,Male,46:40.2
AW00016409,10/13/1976,Female,46:40.2
AW00016410,4/18/1970,Female,46:40.2
AW00016411,2/18/1970,Male,46:40.2
AW00016412,12/5/1980,Female,46:40.2
AW00016413,11/3/1936,Female,46:40.2
AW00016414,12/15/1969,Female,46:40.2
AW00016415,12/15/1969,Male,46:40.2
AW00016416,5/14/1975,Male,46:40.2
AW00016417,8/29/1975,Male,46:40.2
AW00016418,8/22/1974,Female,46:40.2
AW00016419,12/20/1968,Female,46:40.2
AW00016420,11/15/1974,Male,46:40.2
AW00016421,10/6/1974,Female,46:40.2
AW00016422,9/20/1979,Male,46:40.2
AW00016423,11/20/1938,Male,46:40.2
AW00016424,1/15/1972,Female,46:40.2
AW00016425,8/15/1971,Female,46:40.2
AW00016426,1/8/1972,Male,46:40.2
AW00016427,3/11/1977,Female,46:40.2
AW00016428,9/24/1968,Male,46:40.2
AW00016429,10/12/1973,Female,46:40.2
AW00016430,2/4/1971,Male,46:40.2
AW00016431,8/30/1976,Male,46:40.2
AW00016432,8/5/1975,Male,46:40.2
AW00016433,5/24/1975,Male,46:40.2
AW00016434,4/3/1970,Female,46:40.2
AW00016435,7/6/1975,Male,46:40.2
AW00016436,8/11/1974,Male,46:40.2
AW00016437,4/23/1983,Male,46:40.2
AW00016438,1/14/1982,Female,46:40.2
AW00016439,4/24/1985,Female,46:40.2
AW00016440,6/2/1985,Male,46:40.2
AW00016441,9/8/1984,Male,46:40.2
AW00016442,2/23/1985,Male,46:40.2
AW00016443,9/4/1984,Female,46:40.2
AW00016444,4/21/1969,Female,46:40.2
AW00016445,12/11/1967,Female,46:40.2
AW00016446,11/9/1967,Female,46:40.2
AW00016447,12/5/1973,Female,46:40.2
AW00016448,8/2/1967,Female,46:40.2
AW00016449,8/14/1983,Male,46:40.2
AW00016450,2/12/1983,Female,46:40.2
AW00016451,3/5/1983,Male,46:40.2
AW00016452,5/21/1983,Female,46:40.2
AW00016453,10/7/1982,Female,46:40.2
AW00016454,12/3/1982,Male,46:40.2
AW00016455,2/9/1917,Female,46:40.2
AW00016456,1/9/1981,Male,46:40.2
AW00016457,8/18/1981,Female,46:40.2
AW00016458,6/18/1982,Female,46:40.2
AW00016459,10/15/1981,Female,46:40.2
AW00016460,5/17/1982,Female,46:40.2
AW00016461,8/5/1981,Female,46:40.2
AW00016462,10/14/1980,Female,46:40.2
AW00016463,4/20/1981,Female,46:40.2
AW00016464,11/15/1979,Male,46:40.2
AW00016465,4/30/1980,Female,46:40.2
AW00016466,12/13/1979,Female,46:40.2
AW00016467,3/7/1980,Male,46:40.2
AW00016468,5/17/1981,Male,46:40.2
AW00016469,5/18/1981,Female,46:40.2
AW00016470,5/8/1981,Male,46:40.2
AW00016471,2/14/1919,Female,46:40.2
AW00016472,3/10/1985,Female,46:40.2
AW00016473,8/31/1978,Female,46:40.2
AW00016474,10/19/1978,Male,46:40.2
AW00016475,12/9/1984,Male,46:40.2
AW00016476,6/10/1979,Male,46:40.2
AW00016477,11/1/1982,Female,46:40.2
AW00016478,7/21/1982,Male,46:40.2
AW00016479,11/6/1981,Female,46:40.2
AW00016480,2/5/1960,Male,46:40.2
AW00016481,12/15/1954,Female,46:40.2
AW00016482,11/12/1955,Female,46:40.2
AW00016483,10/13/1961,Male,46:40.2
AW00016484,8/7/1955,Male,46:40.2
AW00016485,10/21/1985,Male,46:40.2
AW00016486,11/12/1956,Female,46:40.2
AW00016487,11/13/1956,Female,46:40.2
AW00016488,10/25/1956,Male,46:40.2
AW00016489,1/2/1957,Male,46:40.2
AW00016490,11/14/1985,Female,46:40.2
AW00016491,10/16/1984,Male,46:40.2
AW00016492,9/21/1957,Male,46:40.2
AW00016493,5/5/1959,Female,46:40.2
AW00016494,11/21/1965,Female,46:40.2
AW00016495,2/5/1960,Female,46:40.2
AW00016496,5/14/1965,Female,46:40.2
AW00016497,1/3/1981,Female,46:40.2
AW00016498,5/8/1981,Male,46:40.2
AW00016499,4/15/1981,Female,46:40.2
AW00016500,8/19/1980,Female,46:40.2
AW00016501,1/23/1981,Female,46:40.2
AW00016502,8/12/1980,Male,46:40.2
AW00016503,8/29/1980,Male,46:40.2
AW00016504,2/2/1980,Male,46:40.2
AW00016505,8/3/1985,Female,46:40.2
AW00016506,12/9/1984,Female,46:40.2
AW00016507,5/18/1945,Female,46:40.2
AW00016508,2/10/1945,Male,46:40.2
AW00016509,10/30/1946,Female,46:40.2
AW00016510,6/3/1948,Male,46:40.2
AW00016511,12/18/1947,Male,46:40.2
AW00016512,10/5/1947,Male,46:40.2
AW00016513,11/10/1948,Male,46:40.2
AW00016514,7/10/1985,Male,46:40.2
AW00016515,8/3/1985,Male,46:40.2
AW00016516,1/24/1986,Male,46:40.2
AW00016517,9/16/1981,Female,46:40.2
AW00016518,12/17/1981,Female,46:40.2
AW00016519,2/11/1982,Female,46:40.2
AW00016520,4/22/1982,Female,46:40.2
AW00016521,2/7/1985,Female,46:40.2
AW00016522,1/1/1985,Female,46:40.2
AW00016523,7/10/1984,Female,46:40.2
AW00016524,1/20/1985,Male,46:40.2
AW00016525,11/22/1983,Female,46:40.2
AW00016526,4/23/1984,Male,46:40.2
AW00016527,12/18/1983,Male,46:40.2
AW00016528,2/22/1984,Female,46:40.2
AW00016529,1/25/1983,Male,46:40.2
AW00016530,4/16/1949,Female,46:40.2
AW00016531,12/22/1948,Female,46:40.2
AW00016532,12/18/1977,Male,46:40.2
AW00016533,11/21/1966,Female,46:40.2
AW00016534,8/5/1966,Female,46:40.2
AW00016535,5/9/1971,Male,46:40.2
AW00016536,1/19/1966,Female,46:40.2
AW00016537,4/12/1966,Male,46:40.2
AW00016538,7/12/1965,Female,46:40.2
AW00016539,1/7/1971,Female,46:40.2
AW00016540,3/15/1966,Male,46:40.2
AW00016541,6/27/1966,Male,46:40.2
AW00016542,12/7/1965,Male,46:40.2
AW00016543,12/4/1976,Female,46:40.2
AW00016544,4/4/1970,Male,46:40.2
AW00016545,7/11/1964,Female,46:40.2
AW00016546,2/24/1965,Male,46:40.2
AW00016547,8/11/1974,Male,46:40.2
AW00016548,7/11/1971,Male,46:40.2
AW00016549,2/2/1965,Female,46:40.2
AW00016550,2/18/1970,Male,46:40.2
AW00016551,5/9/1976,Female,46:40.2
AW00016552,1/6/1965,Male,46:40.2
AW00016553,9/1/1964,Female,46:40.2
AW00016554,2/14/1964,Female,46:40.2
AW00016555,12/19/1975,Male,46:40.2
AW00016556,7/6/1975,Female,46:40.2
AW00016557,4/13/1981,Male,46:40.2
AW00016558,4/13/1981,Male,46:40.2
AW00016559,4/22/1975,Female,46:40.2
AW00016560,4/12/1976,Male,46:40.2
AW00016561,12/2/1981,Male,46:40.2
AW00016562,9/6/1981,Female,46:40.2
AW00016563,2/23/1925,Female,46:40.2
AW00016564,2/4/1975,Female,46:40.2
AW00016565,10/6/1974,Male,46:40.2
AW00016566,1/19/1980,Female,46:40.2
AW00016567,3/10/1975,Male,46:40.2
AW00016568,8/13/1927,Female,46:40.2
AW00016569,9/9/1963,Female,46:40.2
AW00016570,9/13/1968,Female,46:40.2
AW00016571,9/5/1962,Female,46:40.2
AW00016572,5/14/1979,Male,46:40.2
AW00016573,8/9/1973,Male,46:40.2
AW00016574,3/9/1979,Male,46:40.2
AW00016575,3/3/1950,Female,46:40.2
AW00016576,4/10/1952,Male,46:40.2
AW00016577,10/1/1951,Female,46:40.2
AW00016578,6/3/1952,Female,46:40.2
AW00016579,12/18/1958,Male,46:40.2
AW00016580,1/1/1960,Female,46:40.2
AW00016581,7/19/1965,Male,46:40.2
AW00016582,9/30/1965,Male,46:40.2
AW00016583,11/2/1959,Male,46:40.2
AW00016584,10/31/1959,Male,46:40.2
AW00016585,11/3/1959,Male,46:40.2
AW00016586,12/17/1969,Male,46:40.2
AW00016587,3/11/1959,Male,46:40.2
AW00016588,10/1/1958,Male,46:40.2
AW00016589,10/8/1958,Male,46:40.2
AW00016590,8/29/1964,Male,46:40.2
AW00016591,4/22/1970,Male,46:40.2
AW00016592,5/15/1958,Female,46:40.2
AW00016593,7/4/1957,Female,46:40.2
AW00016594,9/1/1957,Male,46:40.2
AW00016595,1/16/1958,Male,46:40.2
AW00016596,9/24/1956,Female,46:40.2
AW00016597,9/11/1956,Female,46:40.2
AW00016598,5/2/1957,Female,46:40.2
AW00016599,11/14/1955,Male,46:40.2
AW00016600,11/13/1953,Female,46:40.2
AW00016601,8/8/1953,Female,46:40.2
AW00016602,3/19/1954,Female,46:40.2
AW00016603,5/18/1953,Female,46:40.2
AW00016604,7/3/1952,Male,46:40.2
AW00016605,5/9/1981,Female,46:40.2
AW00016606,5/9/1982,Male,46:40.2
AW00016607,2/23/1981,Male,46:40.2
AW00016608,6/11/1981,Male,46:40.2
AW00016609,8/9/1985,Male,46:40.2
AW00016610,12/21/1979,Female,46:40.2
AW00016611,7/15/1980,Male,46:40.2
AW00016612,2/18/1981,Female,46:40.2
AW00016613,10/6/1979,Female,46:40.2
AW00016614,3/22/1979,Female,46:40.2
AW00016615,8/8/1978,Female,46:40.2
AW00016616,6/2/1985,Male,46:40.2
AW00016617,8/6/1979,Male,46:40.2
AW00016618,12/15/1979,Female,46:40.2
AW00016619,11/2/1979,Female,46:40.2
AW00016620,5/12/1984,Male,46:40.2
AW00016621,3/12/1984,Female,46:40.2
AW00016622,11/12/1978,Male,46:40.2
AW00016623,3/4/1979,Male,46:40.2
AW00016624,7/24/1983,Male,46:40.2
AW00016625,5/19/1983,Male,46:40.2
AW00016626,1/15/1978,Male,46:40.2
AW00016627,5/23/1982,Female,46:40.2
AW00016628,10/16/1976,Male,46:40.2
AW00016629,3/13/1978,Female,46:40.2
AW00016630,1/8/1978,Male,46:40.2
AW00016631,9/16/1976,Female,46:40.2
AW00016632,11/13/1976,Male,46:40.2
AW00016633,6/24/1977,Female,46:40.2
AW00016634,2/12/1981,Female,46:40.2
AW00016635,8/14/1975,Male,46:40.2
AW00016636,2/23/1976,Male,46:40.2
AW00016637,2/15/1977,Male,46:40.2
AW00016638,2/7/1977,Male,46:40.2
AW00016639,1/7/1977,Female,46:40.2
AW00016640,11/30/1976,Male,46:40.2
AW00016641,11/14/1946,Female,46:40.2
AW00016642,11/3/1952,Male,46:40.2
AW00016643,1/16/1947,Male,46:40.2
AW00016644,6/22/1947,Male,46:40.2
AW00016645,4/16/1948,Female,46:40.2
AW00016646,4/23/1948,Male,46:40.2
AW00016647,4/16/1948,Female,46:40.2
AW00016648,12/24/1947,Female,46:40.2
AW00016649,8/6/1948,Female,46:40.2
AW00016650,3/2/1949,Female,46:40.2
AW00016651,3/25/1949,Female,46:40.2
AW00016652,8/2/1984,Female,46:40.2
AW00016653,10/14/1978,Female,46:40.2
AW00016654,3/14/1984,Female,46:40.2
AW00016655,9/23/1981,Female,46:40.2
AW00016656,11/6/1960,Male,46:40.2
AW00016657,9/17/1960,Male,46:40.2
AW00016658,10/12/1960,Female,46:40.2
AW00016659,6/1/1961,Female,46:40.2
AW00016660,12/1/1961,Male,46:40.2
AW00016661,10/13/1961,Male,46:40.2
AW00016662,9/5/1962,Female,46:40.2
AW00016663,4/8/1963,Female,46:40.2
AW00016664,12/15/1963,Female,46:40.2
AW00016665,12/23/1963,Female,46:40.2
AW00016666,10/7/1978,Female,46:40.2
AW00016667,5/4/1980,Female,46:40.2
AW00016668,1/15/1980,Male,46:40.2
AW00016669,9/21/1979,Male,46:40.2
AW00016670,1/15/1980,Female,46:40.2
AW00016671,2/22/1980,Female,46:40.2
AW00016672,12/26/1979,Female,46:40.2
AW00016673,11/5/1979,Male,46:40.2
AW00016674,11/9/1970,Male,46:40.2
AW00016675,6/13/1970,Female,46:40.2
AW00016676,3/22/1977,Female,46:40.2
AW00016677,2/7/1983,Male,46:40.2
AW00016678,4/14/1963,Male,46:40.2
AW00016679,3/30/1980,Female,46:40.2
AW00016680,9/12/1968,Male,46:40.2
AW00016681,9/11/1972,Male,46:40.2
AW00016682,1/5/1973,Female,46:40.2
AW00016683,9/1/1972,Female,46:40.2
AW00016684,5/17/1968,Male,46:40.2
AW00016685,12/11/1967,Female,46:40.2
AW00016686,1/12/1968,Female,46:40.2
AW00016687,4/7/1972,Male,46:40.2
AW00016688,4/3/1967,Female,46:40.2
AW00016689,3/3/1967,Male,46:40.2
AW00016690,5/1/1972,Female,46:40.2
AW00016691,5/5/1972,Female,46:40.2
AW00016692,10/11/1976,Male,46:40.2
AW00016693,7/20/1971,Male,46:40.2
AW00016694,11/7/1965,Female,46:40.2
AW00016695,10/24/1964,Male,46:40.2
AW00016696,8/11/1970,Female,46:40.2
AW00016697,10/31/1970,Male,46:40.2
AW00016698,8/6/1975,Female,46:40.2
AW00016699,2/24/1965,Male,46:40.2
AW00016700,6/17/1974,Male,46:40.2
AW00016701,1/10/1980,Female,46:40.2
AW00016702,3/12/1973,Female,46:40.2
AW00016703,11/2/1967,Female,46:40.2
AW00016704,11/30/1966,Female,46:40.2
AW00016705,1/8/1964,Female,46:40.2
AW00016706,11/7/1963,Female,46:40.2
AW00016707,10/5/1963,Male,46:40.2
AW00016708,4/6/1975,Female,46:40.2
AW00016709,12/14/1941,Male,46:40.2
AW00016710,3/15/1966,Female,46:40.2
AW00016711,8/1/1965,Male,46:40.2
AW00016712,4/23/1962,Female,46:40.2
AW00016713,5/6/1959,Male,46:40.2
AW00016714,2/7/1982,Male,46:40.2
AW00016715,3/21/1982,Female,46:40.2
AW00016716,8/2/1981,Male,46:40.2
AW00016717,10/8/1980,Female,46:40.2
AW00016718,1/22/1981,Male,46:40.2
AW00016719,7/10/1980,Male,46:40.2
AW00016720,5/17/1986,Female,46:40.2
AW00016721,3/3/1986,Male,46:40.2
AW00016722,12/25/1985,Male,46:40.2
AW00016723,3/14/1986,Female,46:40.2
AW00016724,11/13/1985,Male,46:40.2
AW00016725,12/19/1985,Male,46:40.2
AW00016726,11/22/1984,Male,46:40.2
AW00016727,5/17/1986,Male,46:40.2
AW00016728,7/20/1985,Male,46:40.2
AW00016729,12/11/1942,Male,46:40.2
AW00016730,3/31/1943,Female,46:40.2
AW00016731,8/8/1984,Female,46:40.2
AW00016732,12/23/1983,Female,46:40.2
AW00016733,3/5/1944,Male,46:40.2
AW00016734,9/20/1943,Female,46:40.2
AW00016735,12/4/1982,Female,46:40.2
AW00016736,3/20/1983,Female,46:40.2
AW00016737,10/29/1984,Female,46:40.2
AW00016738,3/2/1945,Male,46:40.2
AW00016739,12/21/1955,Male,46:40.2
AW00016740,4/25/1946,Male,46:40.2
AW00016741,3/7/1946,Male,46:40.2
AW00016742,5/12/1946,Male,46:40.2
AW00016743,11/17/1947,Female,46:40.2
